cipher,metric,mean,std,ci_lower,ci_upper,ci_width,relative_ci_width
PRESENT-80,encryption_time_ms,8.750981664052233,7.4065844458951275,-13.783069509078317,31.285032837182783,45.0681023462611,515.006248172069
PRESENT-80,decryption_time_ms,10.4396813333733,8.880905523785488,-16.57989577380893,37.45925844055553,54.03915421436446,517.6322196886748
PRESENT-80,throughput_mbps,0.013212436038069347,0.00011302765233148332,0.012868556761430838,0.013556315314707856,0.0006877585532770181,5.20538794886394
PRESENT-128,encryption_time_ms,8.867642333110174,7.537055680527108,-14.063359080619874,31.79864374684022,45.862002827460095,517.1837237528138
PRESENT-128,decryption_time_ms,10.340339001074122,8.844882312222529,-16.569639829235683,37.250317831383924,53.81995766061961,520.4854275573457
PRESENT-128,throughput_mbps,0.013118774002861502,0.0002946084020747534,0.012222447111987259,0.014015100893735746,0.001792653781748487,13.664796583563895
SIMON-64/128,encryption_time_ms,1.3786493348501,1.0633295745675861,-1.8564616967251684,4.613760366425368,6.470222063150537,469.3160109386366
SIMON-64/128,decryption_time_ms,1.3059996662195772,1.0072501658229367,-1.7584934137692212,4.370492746208376,6.128986159977597,469.29461917237063
SIMON-64/128,throughput_mbps,0.0821820647930994,0.011144208411100594,0.048276535941814844,0.11608759364438397,0.06781105770256912,82.51320756334054
SPECK-64/128,encryption_time_ms,0.5478386654673765,0.44624134891286266,-0.809821598237883,1.9054989291726359,2.715320527410519,495.6423667347399
SPECK-64/128,decryption_time_ms,0.5753889998110632,0.4691270898674536,-0.8518996413970784,2.0026776410192046,2.854577282416283,496.1125922382289
SPECK-64/128,throughput_mbps,0.17256644844533084,0.03961007962012618,0.05205535893410797,0.2930775379565537,0.24102217902244577,139.66920058553663
GIFT-64/128,encryption_time_ms,7.438703000661917,6.258274608514986,-11.6016902216065,26.479096222930334,38.080786444536834,511.92777075719107
GIFT-64/128,decryption_time_ms,8.258280000688197,7.018977004523111,-13.096500756670077,29.613060758046473,42.70956151471655,517.1726014516023
GIFT-64/128,throughput_mbps,0.015522932689036794,0.0007033347704219476,0.013383082421439561,0.017662782956634027,0.004279700535194466,27.570180332077594
TinyJambu-128,encryption_time_ms,1.8199059995822608,0.10483743132223104,1.500944937363628,2.1388670618008936,0.6379221244372655,35.05247658855421
TinyJambu-128,decryption_time_ms,1.7840760001369442,0.05396150475071625,1.6199016336236882,1.9482503666502002,0.328348733026512,18.40441399364759
TinyJambu-128,throughput_mbps,0.06210165942088077,0.05164173801216145,-0.09501496775541379,0.21921828659717535,0.31423325435258914,505.99816056917285
