cipher,metric,mean,median,std,variance,min,max,range,q1,q3,iqr,skewness,kurtosis,cv
PRESENT-80,encryption_time_ms,15.163017335580662,10.177254006266594,12.46580986241638,155.3964155259175,3.0117450025863945,32.300052997889,29.288307995302603,6.594499504426494,21.238653502077796,14.644153997651301,0.535954125867048,-1.4999999999999998,82.21193438303885
PRESENT-80,decryption_time_ms,17.673127327191953,10.984810997033492,14.953127926704553,223.59603479239163,3.643630992155522,38.39093999238685,34.747309000231326,7.314220994594507,24.68787549471017,17.373654500115663,0.5814423228267757,-1.4999999999999993,84.60940528447166
PRESENT-80,throughput_mbps,0.007731322847187023,0.007658806203888993,0.0003769412006732156,1.4208466876496539e-07,0.007310215882132906,0.00822494645553917,0.0009147305734062633,0.00748451104301095,0.007941876329714081,0.00045736528670313123,0.2814525651904719,-1.500000000000002,4.875507181935398
PRESENT-80,memory_peak_kb,5.8505859375,5.7109375,0.27322466605277135,0.07465171813964844,5.6083984375,6.232421875,0.6240234375,5.65966796875,5.9716796875,0.31201171875,0.6331474969639307,-1.5,4.670039359673474
PRESENT-80,process_cpu_util_percent,98.67742237622065,98.37506135411915,1.6322864348329282,2.6643590053395916,96.84669172194518,100.8105140525976,3.9638223306524196,97.61087653803216,99.59278770335837,1.9819111653262098,0.2715005195959246,-1.500000000000003,1.6541640382636076
PRESENT-128,encryption_time_ms,16.196970329619944,11.358966991538182,12.952841879127678,167.77611274568383,3.3153360022697598,33.91660799505189,30.60127199278213,7.337151496903971,22.637787493295036,15.300635996391065,0.5081556697456098,-1.5,79.97076993738996
PRESENT-128,decryption_time_ms,24.516849329617497,13.506120991660282,22.22270636385111,493.8486781339487,4.530137998517603,55.5142889986746,50.984151000157,9.018129495088942,34.51020499516744,25.4920755000785,0.6215733239021308,-1.5000000000000004,90.64258651296211
PRESENT-128,throughput_mbps,0.003347385403369719,0.0025429754899120747,0.0022220351486634234,4.937440201895681e-06,0.0011188387904531255,0.0063803419297439575,0.005261503139290832,0.0018309071401826,0.004461658709828016,0.002630751569645416,0.49557860459793496,-1.5000000000000002,66.38121640927761
PRESENT-128,memory_peak_kb,5.816731770833333,5.7109375,0.3024279503187595,0.09146266513400608,5.5107421875,6.228515625,0.7177734375,5.61083984375,5.9697265625,0.35888671875,0.4819170900307842,-1.4999999999999982,5.199276195529852
PRESENT-128,process_cpu_util_percent,96.46352877096763,96.7765588895587,1.3350003653627602,1.7822259755187035,94.69460927359857,97.91941814974562,3.2248088761470513,95.73558408157864,97.34798851965216,1.6124044380735256,-0.3388273183964076,-1.5000000000000047,1.3839431154674404
SIMON-64/128,encryption_time_ms,2.1653579990379512,1.4686169964261353,1.5923223831347026,2.5354905718317786,0.6592340033967048,4.368222997291014,3.708988993894309,1.06392549991142,2.9184199968585745,1.8544944969471544,0.5725678775057035,-1.5000000000000002,73.53621820697349
